PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,label
36778419,CDK4/6 inhibition enhances SHP2 inhibitor efficacy and is dependent upon restoration of RB function in malignant peripheral nerve sheath tumors,"Wang J, Calizo A, Zhang L, Pino JC, Lyu Y, Pollard K, Zhang X, Larsson AT, Conniff E, Llosa N, Wood DK, Largaespada DA, Moody SE, Gosline SJ, Hirbe AC, Pratilas CA.",bioRxiv. 2023 Feb 3:2023.02.02.526674. doi: 10.1101/2023.02.02.526674. Preprint.,Wang J,bioRxiv,2023,13/2/2023,PMC9915673,,10.1101/2023.02.02.526674,CDK
36060981,HER2-low expression does not affect the clinical outcomes of metastatic breast cancer treated with CDK4/6 inhibitor: A real-world study,"Shao Y, Luo Z, Yu Y, Chen Q, He Y, Liu C, Nie B, Zhu F, Liu H.",Front Endocrinol (Lausanne). 2022 Aug 18;13:1000704. doi: 10.3389/fendo.2022.1000704. eCollection 2022.,Shao Y,Front Endocrinol (Lausanne),2022,5/9/2022,PMC9434209,,10.3389/fendo.2022.1000704,CDK
37061331,Insights into the aberrant CDK4/6 signaling pathway as a therapeutic target in tumorigenesis,"Rezaeian AH, Inuzuka H, Wei W.",Adv Protein Chem Struct Biol. 2023;135:179-201. doi: 10.1016/bs.apcsb.2022.11.009. Epub 2022 Dec 19.,Rezaeian AH,Adv Protein Chem Struct Biol,2023,15/4/2023,,,10.1016/bs.apcsb.2022.11.009,CDK
36376284,Author Correction: High p16 expression and heterozygous RB1 loss are biomarkers for CDK4/6 inhibitor resistance in ER(+) breast cancer,"Palafox M, Monserrat L, Bellet M, Villacampa G, Gonzalez-Perez A, Oliveira M, Brasó-Maristany F, Ibrahimi N, Kannan S, Mina L, Herrera-Abreu MT, Òdena A, Sánchez-Guixé M, Capelán M, Azaro A, Bruna A, Rodríguez O, Guzmán M, Grueso J, Viaplana C, Hernández J, Su F, Lin K, Clarke RB, Caldas C, Arribas J, Michiels S, García-Sanz A, Turner NC, Prat A, Nuciforo P, Dienstmann R, Verma CS, Lopez-Bigas N, Scaltriti M, Arnedos M, Saura C, Serra V.",Nat Commun. 2022 Nov 14;13(1):6928. doi: 10.1038/s41467-022-34580-3.,Palafox M,Nat Commun,2022,14/11/2022,PMC9663725,,10.1038/s41467-022-34580-3,CDK
36402300,Molecular and clinical diversity in primary central nervous system lymphoma,"Hernández-Verdin I, Kirasic E, Wienand K, Mokhtari K, Eimer S, Loiseau H, Rousseau A, Paillassa J, Ahle G, Lerintiu F, Uro-Coste E, Oberic L, Figarella-Branger D, Chinot O, Gauchotte G, Taillandier L, Marolleau JP, Polivka M, Adam C, Ursu R, Schmitt A, Barillot N, Nichelli L, Lozano-Sánchez F, Ibañez-Juliá MJ, Peyre M, Mathon B, Abada Y, Charlotte F, Davi F, Stewart C, de Reyniès A, Choquet S, Soussain C, Houillier C, Chapuy B, Hoang-Xuan K, Alentorn A.",Ann Oncol. 2023 Feb;34(2):186-199. doi: 10.1016/j.annonc.2022.11.002. Epub 2022 Nov 17.,Hernández-Verdin I,Ann Oncol,2023,19/11/2022,,,10.1016/j.annonc.2022.11.002,CDK
36175617,Concurrent inhibition of CDK2 adds to the anti-tumour activity of CDK4/6 inhibition in GIST,"Schaefer IM, Hemming ML, Lundberg MZ, Serrata MP, Goldaracena I, Liu N, Yin P, Paulo JA, Gygi SP, George S, Morgan JA, Bertagnolli MM, Sicinska ET, Chu C, Zheng S, Mariño-Enríquez A, Hornick JL, Raut CP, Ou WB, Demetri GD, Saka SK, Fletcher JA.",Br J Cancer. 2022 Nov;127(11):2072-2085. doi: 10.1038/s41416-022-01990-5. Epub 2022 Sep 29.,Schaefer IM,Br J Cancer,2022,29/9/2022,PMC9681737,,10.1038/s41416-022-01990-5,CDK
36291780,"A Phase I Dose-Escalation and Dose-Expansion Study of FCN-437c, a Novel CDK4/6 Inhibitor, in Patients with Advanced Solid Tumors","Patnaik A, Hamilton E, Xing Y, Rasco DW, Smith L, Lee YL, Fang S, Wei J, Hui AM.",Cancers (Basel). 2022 Oct 12;14(20):4996. doi: 10.3390/cancers14204996.,Patnaik A,Cancers (Basel),2022,27/10/2022,PMC9599640,,10.3390/cancers14204996,CDK
37190140,The CDK4/6 Inhibitor Palbociclib Inhibits Estrogen-Positive and Triple Negative Breast Cancer Bone Metastasis In Vivo,"Saleh L, Ottewell PD, Brown JE, Wood SL, Brown NJ, Wilson C, Park C, Ali S, Holen I.",Cancers (Basel). 2023 Apr 8;15(8):2211. doi: 10.3390/cancers15082211.,Saleh L,Cancers (Basel),2023,16/5/2023,PMC10137281,,10.3390/cancers15082211,CDK
36341983,New treatment options for hormone receptor positive breast cancer in 2023,Lüftner D.,Curr Opin Obstet Gynecol. 2023 Feb 1;35(1):62-66. doi: 10.1097/GCO.0000000000000834. Epub 2022 Nov 7.,Lüftner D,Curr Opin Obstet Gynecol,2023,7/11/2022,,,10.1097/GCO.0000000000000834,CDK
35666660,Real-World Experience with CDK4/6 Inhibitors for Metastatic HR+/HER2- Breast Cancer at a Single Cancer Center,"Knudsen ES, Schultz E, Hamilton D, Attwood K, Edge S, O'Connor T, Levine E, Witkiewicz AK.",Oncologist. 2022 Aug 5;27(8):646-654. doi: 10.1093/oncolo/oyac089.,Knudsen ES,Oncologist,2022,6/6/2022,PMC9355808,,10.1093/oncolo/oyac089,CDK
36091147,"CDK4/6 inhibitors versus PI3K/AKT/mTOR inhibitors in women with hormone receptor-positive, HER2-negative metastatic breast cancer: An updated systematic review and network meta-analysis of 28 randomized controlled trials","Xu H, Wang Y, Han Y, Wu Y, Wang J, Xu B.",Front Oncol. 2022 Aug 24;12:956464. doi: 10.3389/fonc.2022.956464. eCollection 2022.,Xu H,Front Oncol,2022,12/9/2022,PMC9449843,,10.3389/fonc.2022.956464,CDK
36174113,"A Phase II, Two-Stage Study of Letrozole and Abemaciclib in Estrogen Receptor-Positive Recurrent Endometrial Cancer","Konstantinopoulos PA, Lee EK, Xiong N, Krasner C, Campos S, Kolin DL, Liu JF, Horowitz N, Wright AA, Bouberhan S, Penson RT, Yeku O, Bowes B, Needham H, Hayes M, Sawyer H, Polak M, Shea M, Cheng SC, Castro C, Matulonis UA.",J Clin Oncol. 2023 Jan 20;41(3):599-608. doi: 10.1200/JCO.22.00628. Epub 2022 Sep 29.,Konstantinopoulos PA,J Clin Oncol,2023,29/9/2022,,,10.1200/JCO.22.00628,CDK
35881485,Targeting ESR1 mutation-induced transcriptional addiction in breast cancer with BET inhibition,"Udden SN, Wang Q, Kumar S, Malladi VS, Wu SY, Wei S, Posner BA, Geboers S, Williams NS, Liu Y, Sharma JK, Mani RS, Malladi S, Parra K, Hofstad M, Raj GV, Larios JM, Jagsi R, Wicha MS, Park BH, Gupta GP, Chinnaiyan AM, Chiang CM, Alluri PG.",JCI Insight. 2022 Sep 8;7(17):e151851. doi: 10.1172/jci.insight.151851.,Udden SN,JCI Insight,2022,26/7/2022,PMC9536271,,10.1172/jci.insight.151851,CDK
36980743,Post-CDK 4/6 Inhibitor Therapy: Current Agents and Novel Targets,"Ashai N, Swain SM.",Cancers (Basel). 2023 Mar 20;15(6):1855. doi: 10.3390/cancers15061855.,Ashai N,Cancers (Basel),2023,29/3/2023,PMC10046856,,10.3390/cancers15061855,CDK
36760039,What's the reality for CDK4/6 inhibitors: Clinical trials or real-world evidence?,"Trapani D, Mayer EL.",Cancer. 2023 Apr 1;129(7):986-988. doi: 10.1002/cncr.34672. Epub 2023 Feb 9.,Trapani D,Cancer,2023,10/2/2023,,,10.1002/cncr.34672,CDK
36264143,A Molecular Switch between Mammalian MLL Complexes Dictates Response to Menin-MLL Inhibition,"Soto-Feliciano YM, Sánchez-Rivera FJ, Perner F, Barrows DW, Kastenhuber ER, Ho YJ, Carroll T, Xiong Y, Anand D, Soshnev AA, Gates L, Beytagh MC, Cheon D, Gu S, Liu XS, Krivtsov AV, Meneses M, de Stanchina E, Stone RM, Armstrong SA, Lowe SW, Allis CD.",Cancer Discov. 2023 Jan 9;13(1):146-169. doi: 10.1158/2159-8290.CD-22-0416.,Soto-Feliciano YM,Cancer Discov,2023,20/10/2022,PMC9827117,NIHMS1845459,10.1158/2159-8290.CD-22-0416,CDK
36087253,"Applications and mechanisms of the cyclin-dependent kinase 4/6 inhibitor, PD-0332991, in solid tumors","Chen W, Zhang W, Chen M, Yang C, Fang T, Wang H, Reid LM, He Z.",Cell Oncol (Dordr). 2022 Dec;45(6):1053-1071. doi: 10.1007/s13402-022-00714-4. Epub 2022 Sep 10.,Chen W,Cell Oncol (Dordr),2022,10/9/2022,,,10.1007/s13402-022-00714-4,CDK
36274096,Retinoblastoma protein as an intrinsic BRD4 inhibitor modulates small molecule BET inhibitor sensitivity in cancer,"Ding D, Zheng R, Tian Y, Jimenez R, Hou X, Weroha SJ, Wang L, Shi L, Huang H.",Nat Commun. 2022 Oct 23;13(1):6311. doi: 10.1038/s41467-022-34024-y.,Ding D,Nat Commun,2022,23/10/2022,PMC9588789,,10.1038/s41467-022-34024-y,CDK
37101393,"Triple combination targeting PI3K, ER, and CDK4/6 inhibits growth of ER-positive breast cancer resistant to fulvestrant and CDK4/6 or PI3K inhibitor","Karimi L, Alves CL, Terp MG, Tuttolomondo M, Portman N, Ehmsen S, Johansen LE, Bak M, Lim E, Ditzel HJ.",Cancer Commun (Lond). 2023 Apr 26. doi: 10.1002/cac2.12425. Online ahead of print.,Karimi L,Cancer Commun (Lond),2023,27/4/2023,,,10.1002/cac2.12425,CDK
36497412,CDK4/6 Inhibition Enhances the Efficacy of Standard Chemotherapy Treatment in Malignant Pleural Mesothelioma Cells,"Terenziani R, Galetti M, La Monica S, Fumarola C, Zoppi S, Alfieri R, Digiacomo G, Cavazzoni A, Cavallo D, Corradi M, Tiseo M, Petronini PG, Bonelli M.",Cancers (Basel). 2022 Nov 30;14(23):5925. doi: 10.3390/cancers14235925.,Terenziani R,Cancers (Basel),2022,11/12/2022,PMC9739278,,10.3390/cancers14235925,CDK
36831647,CDK4/6 Inhibitors Overcome Endocrine ESR1 Mutation-Related Resistance in Metastatic Breast Cancer Patients,"Crucitta S, Ruglioni M, Lorenzini G, Bargagna I, Luculli GI, Albanese I, Bilancio D, Patanè F, Fontana A, Danesi R, Del Re M.",Cancers (Basel). 2023 Feb 18;15(4):1306. doi: 10.3390/cancers15041306.,Crucitta S,Cancers (Basel),2023,25/2/2023,PMC9954458,,10.3390/cancers15041306,CDK
36980649,CDK4/6 Inhibitors-Overcoming Endocrine Resistance Is the Standard in Patients with Hormone Receptor-Positive Breast Cancer,"Nabieva N, Fasching PA.",Cancers (Basel). 2023 Mar 14;15(6):1763. doi: 10.3390/cancers15061763.,Nabieva N,Cancers (Basel),2023,29/3/2023,PMC10046117,,10.3390/cancers15061763,CDK
36349599,Safety of CDK4/6 inhibitors and concomitant radiation therapy in patients affected by metastatic breast cancer,"Visani L, Livi L, Ratosa I, Orazem M, Ribnikar D, Saieva C, Becherini C, Salvestrini V, Scoccimarro E, Valzano M, Cerbai C, Desideri I, Bernini M, Orzalesi L, Nori J, Bianchi S, Morandi A, Meattini I.",Radiother Oncol. 2022 Dec;177:40-45. doi: 10.1016/j.radonc.2022.10.023. Epub 2022 Oct 28.,Visani L,Radiother Oncol,2022,9/11/2022,,,10.1016/j.radonc.2022.10.023,CDK
35936751,CDK 4/6 inhibitors for the treatment of meningioma,"Young JS, Kidwell RL, Zheng A, Haddad AF, Aghi MK, Raleigh DR, Schulte JD, Butowski NA.",Front Oncol. 2022 Jul 22;12:931371. doi: 10.3389/fonc.2022.931371. eCollection 2022.,Young JS,Front Oncol,2022,8/8/2022,PMC9354681,,10.3389/fonc.2022.931371,CDK
35845723,CDK4/6 blockade provides an alternative approach for treatment of mismatch-repair deficient tumors,"Salewski I, Henne J, Engster L, Krone P, Schneider B, Redwanz C, Lemcke H, Henze L, Junghanss C, Maletzki C.",Oncoimmunology. 2022 Jul 11;11(1):2094583. doi: 10.1080/2162402X.2022.2094583. eCollection 2022.,Salewski I,Oncoimmunology,2022,18/7/2022,PMC9278458,,10.1080/2162402X.2022.2094583,CDK
36448571,Bridged Proteolysis Targeting Chimera (PROTAC) Enables Degradation of Undruggable Targets,"Xiong Y, Zhong Y, Yim H, Yang X, Park KS, Xie L, Poulikakos PI, Han X, Xiong Y, Chen X, Liu J, Jin J.",J Am Chem Soc. 2022 Dec 14;144(49):22622-22632. doi: 10.1021/jacs.2c09255. Epub 2022 Nov 30.,Xiong Y,J Am Chem Soc,2022,30/11/2022,PMC9772293,NIHMS1854211,10.1021/jacs.2c09255,CDK
35917055,CDK4/6 inhibitors downregulate the ubiquitin-conjugating enzymes UBE2C/S/T involved in the ubiquitin-proteasome pathway in ER + breast cancer,"Lin CY, Yu CJ, Liu CY, Chao TC, Huang CC, Tseng LM, Lai JI.",Clin Transl Oncol. 2022 Nov;24(11):2120-2135. doi: 10.1007/s12094-022-02881-0. Epub 2022 Aug 2.,Lin CY,Clin Transl Oncol,2022,2/8/2022,,,10.1007/s12094-022-02881-0,CDK
36949066,The dilemma of selecting a first line CDK4/6 inhibitor for hormone receptor-positive/HER2-negative metastatic breast cancer,"Grinshpun A, Tolaney SM, Burstein HJ, Jeselsohn R, Mayer EL.",NPJ Breast Cancer. 2023 Mar 22;9(1):15. doi: 10.1038/s41523-023-00520-7.,Grinshpun A,NPJ Breast Cancer,2023,23/3/2023,PMC10033931,,10.1038/s41523-023-00520-7,CDK
34849618,Chondroprotective effects of CDK4/6 inhibition via enhanced ubiquitin-dependent degradation of JUN in synovial fibroblasts,"Hosoya T, Saito T, Baba H, Tanaka N, Noda S, Komiya Y, Tagawa Y, Yamamoto A, Mizoguchi F, Kawahata K, Miyasaka N, Kohsaka H, Yasuda S.",Rheumatology (Oxford). 2022 Aug 3;61(8):3427-3438. doi: 10.1093/rheumatology/keab874.,Hosoya T,Rheumatology (Oxford),2022,1/12/2021,PMC9348617,,10.1093/rheumatology/keab874,CDK
35786092,Cyclin-dependent kinase inhibition and its intersection with immunotherapy in breast cancer: more than CDK4/6 inhibition,"Guo X, Chen H, Zhou Y, Shen L, Wu S, Chen Y.",Expert Opin Investig Drugs. 2022 Sep;31(9):933-944. doi: 10.1080/13543784.2022.2097067. Epub 2022 Jul 7.,Guo X,Expert Opin Investig Drugs,2022,5/7/2022,,,10.1080/13543784.2022.2097067,CDK
37131684,ERK Hyperactivation Serves as a Unified Mechanism of Escape in Intrinsic and Acquired CDK4/6 Inhibitor Resistance in Acral Lentiginous Melanoma,"Rebecca V, Jagirdar K, Portuallo M, Wei M, Wilhide M, Bravo J, Robertson B, Alicea G, Aguh C, Xiao M, Godok T, Fingerman D, Brown G, Herlyn M, Guo B, Toska E, Zabransky D, Wubbenhorst B, Nathanson K, Kwatra S, Goyal Y, Ji H, Liu Q.",Res Sq. 2023 Apr 20:rs.3.rs-2817876. doi: 10.21203/rs.3.rs-2817876/v1. Preprint.,Rebecca V,Res Sq,2023,3/5/2023,PMC10153386,,10.21203/rs.3.rs-2817876/v1,CDK
36547170,CDK4/6 Inhibitors as Upfront Treatment in a Patient with Breast Cancer Presenting with a Clinical Critic Situation: A Case Report and Review of the Literature,"Targato G, Bortot L, Dri A, Bonotto M, Minisini AM, Fasola G, Mansutti M.",Curr Oncol. 2022 Dec 6;29(12):9630-9639. doi: 10.3390/curroncol29120756.,Targato G,Curr Oncol,2022,22/12/2022,PMC9777243,,10.3390/curroncol29120756,CDK
36051751,CDK4: a master regulator of the cell cycle and its role in cancer,"Baker SJ, Poulikakos PI, Irie HY, Parekh S, Reddy EP.",Genes Cancer. 2022 Aug 25;13:21-45. doi: 10.18632/genesandcancer.221. eCollection 2022.,Baker SJ,Genes Cancer,2022,2/9/2022,PMC9426627,,10.18632/genesandcancer.221,CDK
35671543,Target actionability review to evaluate CDK4/6 as a therapeutic target in paediatric solid and brain tumours,"Schubert NA, Chen CY, Rodríguez A, Koster J, Dowless M, Pfister SM, Shields DJ, Stancato LF, Vassal G, Caron HN, van den Boogaard ML, Henssen AG, Molenaar JJ.",Eur J Cancer. 2022 Jul;170:196-208. doi: 10.1016/j.ejca.2022.04.028. Epub 2022 Jun 4.,Schubert NA,Eur J Cancer,2022,7/6/2022,,,10.1016/j.ejca.2022.04.028,CDK
36453028,Preclinical evaluation of CDK4 phosphorylation predicts high sensitivity of pleural mesotheliomas to CDK4/6 inhibition,"Paternot S, Raspé E, Meiller C, Tarabichi M, Assié JB, Libert F, Remmelink M, Bisteau X, Pauwels P, Blum Y, Le Stang N, Tabone-Eglinger S, Galateau-Sallé F, Blanquart C, Van Meerbeeck JP, Berghmans T, Jean D, Roger PP.",Mol Oncol. 2022 Nov 30. doi: 10.1002/1878-0261.13351. Online ahead of print.,Paternot S,Mol Oncol,2022,1/12/2022,,,10.1002/1878-0261.13351,CDK
37198053,The role of CDK4/6 inhibitors in older and younger patients with breast cancer: A systematic review and meta-analysis,"Petrelli F, Dottorini L, Di Menna G, Borgonovo K, Parati MC, Rea CG, Ghilardi M, Ghidini A, Luciani A.",Breast. 2023 May 13:S0960-9776(23)00459-9. doi: 10.1016/j.breast.2023.05.002. Online ahead of print.,Petrelli F,Breast,2023,17/5/2023,,,10.1016/j.breast.2023.05.002,CDK
36980794,Stromal Senescence following Treatment with the CDK4/6 Inhibitor Palbociclib Alters the Lung Metastatic Niche and Increases Metastasis of Drug-Resistant Mammary Cancer Cells,"Gallanis GT, Sharif GM, Schmidt MO, Friedland BN, Battina R, Rahhal R, Davis JE Jr, Khan IS, Wellstein A, Riegel AT.",Cancers (Basel). 2023 Mar 22;15(6):1908. doi: 10.3390/cancers15061908.,Gallanis GT,Cancers (Basel),2023,29/3/2023,PMC10046966,,10.3390/cancers15061908,CDK
35804935,Genomic Markers of CDK 4/6 Inhibitor Resistance in Hormone Receptor Positive Metastatic Breast Cancer,"Lee JS, Yost SE, Li SM, Cui Y, Frankel PH, Yuan YC, Schmolze D, Egelston CA, Guo W, Murga M, Chang H, Bosserman L, Yuan Y.",Cancers (Basel). 2022 Jun 28;14(13):3159. doi: 10.3390/cancers14133159.,Lee JS,Cancers (Basel),2022,9/7/2022,PMC9264913,,10.3390/cancers14133159,CDK
37063263,"A mass balance study of [(14)C]SHR6390 (dalpiciclib), a selective and potent CDK4/6 inhibitor in humans","Zhang H, Yan S, Zhan Y, Ma S, Bian Y, Li S, Tian J, Li G, Zhong D, Diao X, Miao L.",Front Pharmacol. 2023 Mar 31;14:1116073. doi: 10.3389/fphar.2023.1116073. eCollection 2023.,Zhang H,Front Pharmacol,2023,17/4/2023,PMC10102643,,10.3389/fphar.2023.1116073,CDK
34937317,Rational drug combinations with CDK4/6 inhibitors in acute lymphoblastic leukemia,"Bride KL, Hu H, Tikhonova A, Fuller TJ, Vincent TL, Shraim R, Li MM, Carroll WL, Raetz EA, Aifantis I, Teachey DT.",Haematologica. 2022 Aug 1;107(8):1746-1757. doi: 10.3324/haematol.2021.279410.,Bride KL,Haematologica,2022,23/12/2021,PMC9335101,,10.3324/haematol.2021.279410,CDK
36186151,Implementation of CDK4/6 Inhibitors and its Influence on the Treatment Landscape of Advanced Breast Cancer Patients - Data from the Real-World Registry PRAEGNANT,"Engler T, Fasching PA, Lüftner D, Hartkopf AD, Müller V, Kolberg HC, Hadji P, Tesch H, Häberle L, Ettl J, Wallwiener M, Beckmann MW, Hein A, Belleville E, Uhrig S, Wimberger P, Hielscher C, Kurbacher CM, Wuerstlein R, Untch M, Taran FA, Enzinger HM, Krabisch P, Welslau M, Maasberg M, Hempel D, Lux MP, Michel LL, Janni W, Wallwiener D, Brucker SY, Fehm TN, Schneeweiss A.",Geburtshilfe Frauenheilkd. 2022 Jul 12;82(10):1055-1067. doi: 10.1055/a-1880-0087. eCollection 2022 Oct.,Engler T,Geburtshilfe Frauenheilkd,2022,3/10/2022,PMC9525148,,10.1055/a-1880-0087,CDK
37074587,Mathematically Modeling the Effect of Endocrine and Cdk4/6 Inhibitor Therapies on Breast Cancer Cells,"He W, Shajahan-Haq AN, Baumann WT.",Methods Mol Biol. 2023;2634:337-355. doi: 10.1007/978-1-0716-3008-2_16.,He W,Methods Mol Biol,2023,19/4/2023,,,10.1007/978-1-0716-3008-2_16,CDK
36200010,CDK 4/6 inhibitors for adjuvant therapy in early breast cancer-Do we have a clear winner?,"Akhade A, Van Wambeke S, Gyawali B.",Ecancermedicalscience. 2022 Aug 30;16:ed124. doi: 10.3332/ecancer.2022.ed124. eCollection 2022.,Akhade A,Ecancermedicalscience,2022,6/10/2022,PMC9470169,,10.3332/ecancer.2022.ed124,CDK
37132760,CDK4/6 and autophagy inhibitors synergize to suppress the growth of human head and neck squamous cell carcinomas,"Duah E, Seligson ND, Persaud AK, Dam Q, Pabla N, Rocco JW, Li J, Poi M.",Mol Carcinog. 2023 May 3. doi: 10.1002/mc.23556. Online ahead of print.,Duah E,Mol Carcinog,2023,3/5/2023,,,10.1002/mc.23556,CDK
35989152,Radiotherapy and CDK inhibitors: Opportunities and risks,"Brion T, Quéro L.",Cancer Radiother. 2022 Oct;26(6-7):968-972. doi: 10.1016/j.canrad.2022.06.017. Epub 2022 Aug 18.,Brion T,Cancer Radiother,2022,21/8/2022,,,10.1016/j.canrad.2022.06.017,CDK
36628275,Non-canonical approaches to targeting hypoxic tumors,"Zhao S, El-Deiry WS.",Am J Cancer Res. 2022 Dec 15;12(12):5351-5374. eCollection 2022.,Zhao S,Am J Cancer Res,2022,11/1/2023,PMC9827096,,,CDK
36945886,"CDK4/6 inhibitors in metastatic breast cancer, a comparison of toxicity and efficacy across agents in a real-world dataset","Buller W, Pallan L, Chu T, Khoja L.",J Oncol Pharm Pract. 2023 Mar 22:10781552231163121. doi: 10.1177/10781552231163121. Online ahead of print.,Buller W,J Oncol Pharm Pract,2023,22/3/2023,,,10.1177/10781552231163121,CDK
36396665,A multicentre single arm phase 2 trial of neoadjuvant pyrotinib and letrozole plus dalpiciclib for triple-positive breast cancer,"Niu N, Qiu F, Xu Q, He G, Gu X, Guo W, Zhang D, Li Z, Zhao Y, Li Y, Li K, Zhang H, Zhang P, Huang Y, Zhang G, Han H, Cai Z, Li P, Xu H, Chen G, Xue J, Jiang X, Jahromi AH, Li J, Zhao Y, de Faria Castro Fleury E, Huo S, Li H, Jerusalem G, Tripodi D, Liu T, Zheng X, Liu C.",Nat Commun. 2022 Nov 17;13(1):7043. doi: 10.1038/s41467-022-34838-w.,Niu N,Nat Commun,2022,17/11/2022,PMC9672048,,10.1038/s41467-022-34838-w,CDK
36825764,Carboxypeptidase vitellogenic like facilitates resistance to CDK4/6 inhibitors in breast cancer,"Zhu X, Xu X, Zhang L, Yang X.",Thorac Cancer. 2023 Apr;14(11):983-991. doi: 10.1111/1759-7714.14829. Epub 2023 Feb 24.,Zhu X,Thorac Cancer,2023,24/2/2023,PMC10101830,,10.1111/1759-7714.14829,CDK
35535675,"Real world incidence and management of adverse events in patients with HR+, HER2- metastatic breast cancer receiving CDK4 and 6 inhibitors in a United States community setting","Price GL, Sudharshan L, Ryan P, Rajkumar J, Sheffield KM, Nash Smyth E, Morato Guimaraes C, Rybowski S, Cuyun Carter G, Gathirua-Mwangi WG, Huang YJ.",Curr Med Res Opin. 2022 Aug;38(8):1319-1331. doi: 10.1080/03007995.2022.2073122. Epub 2022 May 13.,Price GL,Curr Med Res Opin,2022,10/5/2022,,,10.1080/03007995.2022.2073122,CDK
36635998,"Efficacy and safety of CDK4/6 inhibitors combined with endocrine therapy versus endocrine therapy alone in hormone receptor-positive, HER2-negative, advanced breast cancer: a systematic review and meta-analysis","Dai Q, Wang Y, Liao M, Chen H.",Ann Palliat Med. 2022 Dec;11(12):3727-3742. doi: 10.21037/apm-22-1306.,Dai Q,Ann Palliat Med,2022,13/1/2023,,,10.21037/apm-22-1306,CDK
36876172,CDK4/6 Inhibitors in Advanced HR+/HER2 - Breast Cancer: A Multicenter Real-World Data Analysis,"Müller C, Kiver V, Solomayer EF, Wagenpfeil G, Neeb C, Blohmer JU, Abramian AV, Maass N, Schütz F, Kolberg-Liedtke C, Ralser DJ, Rambow AC.",Breast Care (Basel). 2023 Feb;18(1):31-41. doi: 10.1159/000527917. Epub 2022 Dec 6.,Müller C,Breast Care (Basel),2023,6/3/2023,PMC9982335,,10.1159/000527917,CDK
